Date,Trait,Method,Band_or_Wavelength,Feature_Importance
20250625,LMA,ELC3,24,0.010797349373194197
20250625,LMA,ELC3,25,0.011157848692298616
20250625,LMA,ELC3,26,0.016148840031512766
20250625,LMA,ELC3,27,0.02044443082724607
20250625,LMA,ELC3,28,0.01817182486594434
20250625,LMA,ELC3,29,0.02131376730757063
20250625,LMA,ELC3,30,0.019445142132098064
20250625,LMA,ELC3,31,0.013983348699746035
20250625,LMA,ELC3,32,0.018945317549206996
20250625,LMA,ELC3,33,0.01294969780415815
20250625,LMA,ELC3,34,0.012953700020224643
20250625,LMA,ELC3,35,0.02129464031236103
20250625,LMA,ELC3,36,0.01579496887661445
20250625,LMA,ELC3,37,0.014531741476440785
20250625,LMA,ELC3,38,0.016188707848955187
20250625,LMA,ELC3,39,0.014922904239990747
20250625,LMA,ELC3,40,0.010372345910605046
20250625,LMA,ELC3,41,0.010467468092634833
20250625,LMA,ELC3,42,0.0070204565361641855
20250625,LMA,ELC3,43,0.013837146830636865
20250625,LMA,ELC3,44,0.02010392573021193
20250625,LMA,ELC3,45,0.03552115733928597
20250625,LAI,RTM,1,0.005212144336360016
20250625,LAI,RTM,2,0.004287331749700531
20250625,LAI,RTM,3,0.003397191837861008
20250625,LAI,RTM,4,0.005202074492077748
20250625,LAI,RTM,5,0.007701441423755095
20250625,LAI,RTM,6,0.008299679340682334
20250625,LAI,RTM,7,0.009288486018794156
20250625,LAI,RTM,8,0.006371557071521175
20250625,LAI,RTM,9,0.006366721938088257
20250625,LAI,RTM,10,0.0046318947505915595
20250625,LAI,RTM,11,0.0035790274145860224
20250625,LAI,RTM,12,0.0035858048699307283
20250625,LAI,RTM,13,0.005170010858715758
20250625,LAI,RTM,14,0.004944443713851587
20250625,LAI,RTM,15,0.004851287343955872
20250625,LAI,RTM,16,0.004477781764602112
20250625,LAI,RTM,17,0.0016296845246243426
20250625,LAI,RTM,18,0.00284592923901147
20250625,LAI,RTM,19,0.0026005485344893983
20250625,LAI,RTM,20,0.004576189630780536
20250625,LAI,RTM,21,0.012802090720788445
20250625,LAI,RTM,22,0.004635535072356936
20250625,LAI,RTM,23,0.0034720044740477714
20250625,LAI,RTM,24,0.041580819752681186
20250625,LAI,RTM,25,0.040213710581404875
20250625,LAI,RTM,26,0.04443043816307175
20250625,LAI,RTM,27,0.052336035212938246
20250625,LAI,RTM,28,0.04312377948798922
20250625,LAI,RTM,29,0.045855901192068435
20250625,LAI,RTM,30,0.056197182673590404
20250625,LAI,RTM,31,0.031690354472679975
20250625,LAI,RTM,32,0.028219843123492537
20250625,LAI,RTM,33,0.029040731780922608
20250625,LAI,RTM,34,0.028676170355714774
20250625,LAI,RTM,35,0.06030619722737285
20250625,LAI,RTM,36,0.017150761586141074
20250625,LAI,RTM,37,0.030507071156039088
20250625,LAI,RTM,38,0.023677048883627073
20250625,LAI,RTM,39,0.03642033082070956
20250625,LAI,RTM,40,0.042797749528503085
20250625,LAI,RTM,41,0.04436581550797631
20250625,LAI,RTM,42,0.020295103407956788
20250625,LAI,RTM,43,0.04568659411035471
20250625,LAI,RTM,44,0.07060276009540908
20250625,LAI,RTM,45,0.0468967397581835
20250625,LAI,ELC,1,0.002957935213125734
20250625,LAI,ELC,2,0.004183589242247471
20250625,LAI,ELC,3,0.0035999834189206228
20250625,LAI,ELC,4,0.005706226077294566
20250625,LAI,ELC,5,0.005743278931845779
20250625,LAI,ELC,6,0.0055703732040659724
20250625,LAI,ELC,7,0.005176234537946537
20250625,LAI,ELC,8,0.011973487987865818
20250625,LAI,ELC,9,0.005263456802265791
20250625,LAI,ELC,10,0.009723094722618368
20250625,LAI,ELC,11,0.00453000791548892
20250625,LAI,ELC,12,0.003031064832090009
20250625,LAI,ELC,13,0.0035089275590426995
20250625,LAI,ELC,14,0.005101713355169964
20250625,LAI,ELC,15,0.003622057257456196
20250625,LAI,ELC,16,0.0044506806059531525
20250625,LAI,ELC,17,0.0034234783539590793
20250625,LAI,ELC,18,0.0030581063552488305
20250625,LAI,ELC,19,0.0033694276038919143
20250625,LAI,ELC,20,0.004923900421525551
20250625,LAI,ELC,21,0.009637167806919296
20250625,LAI,ELC,22,0.009281456826760176
20250625,LAI,ELC,23,0.005023670172024866
20250625,LAI,ELC,24,0.03064804654407014
20250625,LAI,ELC,25,0.0339415722752051
20250625,LAI,ELC,26,0.043884249319214516
20250625,LAI,ELC,27,0.045210040584174084
20250625,LAI,ELC,28,0.042061394056707675
20250625,LAI,ELC,29,0.037283756049852
20250625,LAI,ELC,30,0.054167885765816146
20250625,LAI,ELC,31,0.03979283063169946
20250625,LAI,ELC,32,0.03164115440030248
20250625,LAI,ELC,33,0.022624699548837994
20250625,LAI,ELC,34,0.030769471863606616
20250625,LAI,ELC,35,0.05068191643904311
20250625,LAI,ELC,36,0.011472499392930168
20250625,LAI,ELC,37,0.02422758256689766
20250625,LAI,ELC,38,0.024282666691828075
20250625,LAI,ELC,39,0.031904749660020146
20250625,LAI,ELC,40,0.027466835384936446
20250625,LAI,ELC,41,0.04234063916428049
20250625,LAI,ELC,42,0.017981053804865445
20250625,LAI,ELC,43,0.03388942576867497
20250625,LAI,ELC,44,0.10148446766851546
20250625,LAI,ELC,45,0.09938374321479444
20250625,LAI,ELC3,1,0.002957935213125734
20250625,LAI,ELC3,2,0.004183589242247471
20250625,LAI,ELC3,3,0.0035999834189206228
20250625,LAI,ELC3,4,0.005706226077294566
20250625,LAI,ELC3,5,0.005743278931845779
20250625,LAI,ELC3,6,0.0055703732040659724
20250625,LAI,ELC3,7,0.005176234537946537
20250625,LAI,ELC3,8,0.011973487987865818
20250625,LAI,ELC3,9,0.005263456802265791
20250625,LAI,ELC3,10,0.009723094722618368
20250625,LAI,ELC3,11,0.00453000791548892
20250625,LAI,ELC3,12,0.003031064832090009
20250625,LAI,ELC3,13,0.0035089275590426995
20250625,LAI,ELC3,14,0.005101713355169964
20250625,LAI,ELC3,15,0.003622057257456196
20250625,LAI,ELC3,16,0.0044506806059531525
20250625,LAI,ELC3,17,0.0034234783539590793
20250625,LAI,ELC3,18,0.0030581063552488305
20250625,LAI,ELC3,19,0.0033694276038919143
20250625,LAI,ELC3,20,0.004923900421525551
20250625,LAI,ELC3,21,0.009637167806919296
20250625,LAI,ELC3,22,0.009281456826760176
20250625,LAI,ELC3,23,0.005023670172024866
20250625,LAI,ELC3,24,0.03064804654407014
20250625,LAI,ELC3,25,0.0339415722752051
20250625,LAI,ELC3,26,0.043884249319214516
20250625,LAI,ELC3,27,0.045210040584174084
20250625,LAI,ELC3,28,0.042061394056707675
20250625,LAI,ELC3,29,0.037283756049852
20250625,LAI,ELC3,30,0.054167885765816146
20250625,LAI,ELC3,31,0.03979283063169946
20250625,LAI,ELC3,32,0.03164115440030248
20250625,LAI,ELC3,33,0.022624699548837994
20250625,LAI,ELC3,34,0.030769471863606616
20250625,LAI,ELC3,35,0.05068191643904311
20250625,LAI,ELC3,36,0.011472499392930168
20250625,LAI,ELC3,37,0.02422758256689766
20250625,LAI,ELC3,38,0.024282666691828075
20250625,LAI,ELC3,39,0.031904749660020146
20250625,LAI,ELC3,40,0.027466835384936446
20250625,LAI,ELC3,41,0.04234063916428049
20250625,LAI,ELC3,42,0.017981053804865445
20250625,LAI,ELC3,43,0.03388942576867497
20250625,LAI,ELC3,44,0.10148446766851546
20250625,LAI,ELC3,45,0.09938374321479444
20250625,LNC,RTM,1,0.07964389000927216
20250625,LNC,RTM,2,0.03094026069700979
20250625,LNC,RTM,3,0.029298543139114973
20250625,LNC,RTM,4,0.018844601642646546
20250625,LNC,RTM,5,0.03035913765521726
20250625,LNC,RTM,6,0.024134726120530886
20250625,LNC,RTM,7,0.035857307654899376
20250625,LNC,RTM,8,0.04049712967493827
20250625,LNC,RTM,9,0.015535826938371114
20250625,LNC,RTM,10,0.013546138384464612
20250625,LNC,RTM,11,0.008657467669990943
20250625,LNC,RTM,12,0.007279744836151426
20250625,LNC,RTM,13,0.006691831701516703
20250625,LNC,RTM,14,0.007933012161030626
20250625,LNC,RTM,15,0.0054093414703266915
20250625,LNC,RTM,16,0.004929030375124143
20250625,LNC,RTM,17,0.007406324368934236
20250625,LNC,RTM,18,0.004429607603537391
20250625,LNC,RTM,19,0.006135247785453662
20250625,LNC,RTM,20,0.00780791699893154
20250625,LNC,RTM,21,0.008967249228848811
20250625,LNC,RTM,22,0.007531178725160947
20250625,LNC,RTM,23,0.003960274898691178
20250625,LNC,RTM,24,0.026411862842284906
20250625,LNC,RTM,25,0.01775794034425226
20250625,LNC,RTM,26,0.03310361736368373
20250625,LNC,RTM,27,0.04018930504389491
20250625,LNC,RTM,28,0.036698402880543754
20250625,LNC,RTM,29,0.0311745514642023
20250625,LNC,RTM,30,0.04490811949030561
20250625,LNC,RTM,31,0.02869320875722616
20250625,LNC,RTM,32,0.027550035672936547
20250625,LNC,RTM,33,0.023696810715422727
20250625,LNC,RTM,34,0.021397618297756188
20250625,LNC,RTM,35,0.04371784570456246
20250625,LNC,RTM,36,0.019421189978658476
20250625,LNC,RTM,37,0.02022394519331436
20250625,LNC,RTM,38,0.017833454543562215
20250625,LNC,RTM,39,0.018397816440066425
20250625,LNC,RTM,40,0.021405239786850647
20250625,LNC,RTM,41,0.025345551457661118
20250625,LNC,RTM,42,0.005985809326741661
20250625,LNC,RTM,43,0.024372206195464735
20250625,LNC,RTM,44,0.03638399768812377
20250625,LNC,RTM,45,0.029535681072321796
20250625,LNC,ELC,1,0.0407976439977111
20250625,LNC,ELC,2,0.037622679066020445
20250625,LNC,ELC,3,0.02486696310704326
20250625,LNC,ELC,4,0.026977120489325192
20250625,LNC,ELC,5,0.025254506784917075
20250625,LNC,ELC,6,0.0411444489317892
20250625,LNC,ELC,7,0.0366949518970854
20250625,LNC,ELC,8,0.02799176710914931
20250625,LNC,ELC,9,0.02784792276101894
20250625,LNC,ELC,10,0.022998493957071132
20250625,LNC,ELC,11,0.02258229572702595
20250625,LNC,ELC,12,0.010103733396872903
20250625,LNC,ELC,13,0.00821118834211351
20250625,LNC,ELC,14,0.00799045955810119
20250625,LNC,ELC,15,0.004740409602534104
20250625,LNC,ELC,16,0.00431376701022705
20250625,LNC,ELC,17,0.006722879775244825
20250625,LNC,ELC,18,0.005193962324243813
20250625,LNC,ELC,19,0.0027905342390438345
20250625,LNC,ELC,20,0.008076667600633155
20250625,LNC,ELC,21,0.009380668144939649
20250625,LNC,ELC,22,0.0044079452293999555
20250625,LNC,ELC,23,0.005201599608110598
20250625,LNC,ELC,24,0.02487686369734242
20250625,LNC,ELC,25,0.01794533586566633
20250625,LNC,ELC,26,0.02358466014123916
20250625,LNC,ELC,27,0.03426531341338282
20250625,LNC,ELC,28,0.03597494297803048
20250625,LNC,ELC,29,0.028203353631138905
20250625,LNC,ELC,30,0.037913162389600547
20250625,LNC,ELC,31,0.041022499707570985
20250625,LNC,ELC,32,0.027788013838917814
20250625,LNC,ELC,33,0.02514078987332678
20250625,LNC,ELC,34,0.022285756863150173
20250625,LNC,ELC,35,0.037777172297259166
20250625,LNC,ELC,36,0.014542993894879392
20250625,LNC,ELC,37,0.019604570072402454
20250625,LNC,ELC,38,0.016186807884345
20250625,LNC,ELC,39,0.016245920377536412
20250625,LNC,ELC,40,0.019813358690441905
20250625,LNC,ELC,41,0.03000357327561254
20250625,LNC,ELC,42,0.009975966740449706
20250625,LNC,ELC,43,0.023312042128788873
20250625,LNC,ELC,44,0.046510851832383
20250625,LNC,ELC,45,0.03511344174691357
20250625,LNC,ELC3,1,0.0407976439977111
20250625,LNC,ELC3,2,0.037622679066020445
20250625,LNC,ELC3,3,0.02486696310704326
20250625,LNC,ELC3,4,0.026977120489325192
20250625,LNC,ELC3,5,0.025254506784917075
20250625,LNC,ELC3,6,0.0411444489317892
20250625,LNC,ELC3,7,0.0366949518970854
20250625,LNC,ELC3,8,0.02799176710914931
20250625,LNC,ELC3,9,0.02784792276101894
20250625,LNC,ELC3,10,0.022998493957071132
20250625,LNC,ELC3,11,0.02258229572702595
20250625,LNC,ELC3,12,0.010103733396872903
20250625,LNC,ELC3,13,0.00821118834211351
20250625,LNC,ELC3,14,0.00799045955810119
20250625,LNC,ELC3,15,0.004740409602534104
20250625,LNC,ELC3,16,0.00431376701022705
20250625,LNC,ELC3,17,0.006722879775244825
20250625,LNC,ELC3,18,0.005193962324243813
20250625,LNC,ELC3,19,0.0027905342390438345
20250625,LNC,ELC3,20,0.008076667600633155
20250625,LNC,ELC3,21,0.009380668144939649
20250625,LNC,ELC3,22,0.0044079452293999555
20250625,LNC,ELC3,23,0.005201599608110598
20250625,LNC,ELC3,24,0.02487686369734242
20250625,LNC,ELC3,25,0.01794533586566633
20250625,LNC,ELC3,26,0.02358466014123916
20250625,LNC,ELC3,27,0.03426531341338282
20250625,LNC,ELC3,28,0.03597494297803048
20250625,LNC,ELC3,29,0.028203353631138905
20250625,LNC,ELC3,30,0.037913162389600547
20250625,LNC,ELC3,31,0.041022499707570985
20250625,LNC,ELC3,32,0.027788013838917814
20250625,LNC,ELC3,33,0.02514078987332678
20250625,LNC,ELC3,34,0.022285756863150173
20250625,LNC,ELC3,35,0.037777172297259166
20250625,LNC,ELC3,36,0.014542993894879392
20250625,LNC,ELC3,37,0.019604570072402454
20250625,LNC,ELC3,38,0.016186807884345
20250625,LNC,ELC3,39,0.016245920377536412
20250625,LNC,ELC3,40,0.019813358690441905
20250625,LNC,ELC3,41,0.03000357327561254
20250625,LNC,ELC3,42,0.009975966740449706
20250625,LNC,ELC3,43,0.023312042128788873
20250625,LNC,ELC3,44,0.046510851832383
20250625,LNC,ELC3,45,0.03511344174691357
20250625,CNC,RTM,1,0.024794434360791973
20250625,CNC,RTM,2,0.022231614921093185
20250625,CNC,RTM,3,0.020411611446161552
20250625,CNC,RTM,4,0.01999097816444647
20250625,CNC,RTM,5,0.026191902448885897
20250625,CNC,RTM,6,0.01645875976326814
20250625,CNC,RTM,7,0.02921650962459611
20250625,CNC,RTM,8,0.0245712095889953
20250625,CNC,RTM,9,0.01460142305212033
20250625,CNC,RTM,10,0.008023859035496095
20250625,CNC,RTM,11,0.004307538649985536
20250625,CNC,RTM,12,0.002774146045753039
20250625,CNC,RTM,13,0.005877658376670945
20250625,CNC,RTM,14,0.0026122605681587275
20250625,CNC,RTM,15,0.0028712105175160802
20250625,CNC,RTM,16,0.001595176897061164
20250625,CNC,RTM,17,0.005853732380324887
20250625,CNC,RTM,18,0.0016288759289074819
20250625,CNC,RTM,19,0.005652323173297199
20250625,CNC,RTM,20,0.007157497924738324
20250625,CNC,RTM,21,0.004628955975822037
20250625,CNC,RTM,22,0.004267424893018649
20250625,CNC,RTM,23,0.0061219497089993
20250625,CNC,RTM,24,0.041846861914792255
20250625,CNC,RTM,25,0.0413896719031733
20250625,CNC,RTM,26,0.054806684979629636
20250625,CNC,RTM,27,0.0645111250544474
20250625,CNC,RTM,28,0.036168888367494004
20250625,CNC,RTM,29,0.03272033522445815
20250625,CNC,RTM,30,0.048938158265497696
20250625,CNC,RTM,31,0.035648678652892465
20250625,CNC,RTM,32,0.041276533452511276
20250625,CNC,RTM,33,0.02227124929183892
20250625,CNC,RTM,34,0.03485358140631249
20250625,CNC,RTM,35,0.04490526364979171
20250625,CNC,RTM,36,0.013620225874944668
20250625,CNC,RTM,37,0.016032464017811714
20250625,CNC,RTM,38,0.01732222629577118
20250625,CNC,RTM,39,0.02679327955793912
20250625,CNC,RTM,40,0.01972048881290545
20250625,CNC,RTM,41,0.0357462060396939
20250625,CNC,RTM,42,0.0065022765646351064
20250625,CNC,RTM,43,0.02362711194168753
20250625,CNC,RTM,44,0.041474023887343545
20250625,CNC,RTM,45,0.037983611398320065
20250625,CNC,ELC,1,0.022589198605559607
20250625,CNC,ELC,2,0.01425014207188561
20250625,CNC,ELC,3,0.01518616570692113
20250625,CNC,ELC,4,0.025373416020907646
20250625,CNC,ELC,5,0.02062624387595743
20250625,CNC,ELC,6,0.015749110637233693
20250625,CNC,ELC,7,0.02044217986413851
20250625,CNC,ELC,8,0.02678500525726054
20250625,CNC,ELC,9,0.02184537212765486
20250625,CNC,ELC,10,0.009323482682796206
20250625,CNC,ELC,11,0.005301031658168985
20250625,CNC,ELC,12,0.005498309722439456
20250625,CNC,ELC,13,0.009351915518890714
20250625,CNC,ELC,14,0.004808368472801264
20250625,CNC,ELC,15,0.0027925518373949363
20250625,CNC,ELC,16,0.0028267897414867237
20250625,CNC,ELC,17,0.0045538841440156495
20250625,CNC,ELC,18,0.003100679295544089
20250625,CNC,ELC,19,0.0058559514987984815
20250625,CNC,ELC,20,0.005718495254954862
20250625,CNC,ELC,21,0.004356951302168963
20250625,CNC,ELC,22,0.004314151629938067
20250625,CNC,ELC,23,0.007143052325711943
20250625,CNC,ELC,24,0.019680379374786207
20250625,CNC,ELC,25,0.027564141352391214
20250625,CNC,ELC,26,0.03601172783206902
20250625,CNC,ELC,27,0.05625705020661469
20250625,CNC,ELC,28,0.03576733035608623
20250625,CNC,ELC,29,0.04396929420273692
20250625,CNC,ELC,30,0.05723560394684117
20250625,CNC,ELC,31,0.046035435194958264
20250625,CNC,ELC,32,0.027931668425878114
20250625,CNC,ELC,33,0.023444447494512157
20250625,CNC,ELC,34,0.017528507059392635
20250625,CNC,ELC,35,0.03852293243556088
20250625,CNC,ELC,36,0.017713231901737597
20250625,CNC,ELC,37,0.02170820769830963
20250625,CNC,ELC,38,0.021324629521330178
20250625,CNC,ELC,39,0.023017343745250933
20250625,CNC,ELC,40,0.02249300996610106
20250625,CNC,ELC,41,0.03982876012359301
20250625,CNC,ELC,42,0.011398733681190107
20250625,CNC,ELC,43,0.03341910619636784
20250625,CNC,ELC,44,0.057933129144672815
20250625,CNC,ELC,45,0.06342288088699002
20250625,CNC,ELC3,1,0.022589198605559607
20250625,CNC,ELC3,2,0.01425014207188561
20250625,CNC,ELC3,3,0.01518616570692113
20250625,CNC,ELC3,4,0.025373416020907646
20250625,CNC,ELC3,5,0.02062624387595743
20250625,CNC,ELC3,6,0.015749110637233693
20250625,CNC,ELC3,7,0.02044217986413851
20250625,CNC,ELC3,8,0.02678500525726054
20250625,CNC,ELC3,9,0.02184537212765486
20250625,CNC,ELC3,10,0.009323482682796206
20250625,CNC,ELC3,11,0.005301031658168985
20250625,CNC,ELC3,12,0.005498309722439456
20250625,CNC,ELC3,13,0.009351915518890714
20250625,CNC,ELC3,14,0.004808368472801264
20250625,CNC,ELC3,15,0.0027925518373949363
20250625,CNC,ELC3,16,0.0028267897414867237
20250625,CNC,ELC3,17,0.0045538841440156495
20250625,CNC,ELC3,18,0.003100679295544089
20250625,CNC,ELC3,19,0.0058559514987984815
20250625,CNC,ELC3,20,0.005718495254954862
20250625,CNC,ELC3,21,0.004356951302168963
20250625,CNC,ELC3,22,0.004314151629938067
20250625,CNC,ELC3,23,0.007143052325711943
20250625,CNC,ELC3,24,0.019680379374786207
20250625,CNC,ELC3,25,0.027564141352391214
20250625,CNC,ELC3,26,0.03601172783206902
20250625,CNC,ELC3,27,0.05625705020661469
20250625,CNC,ELC3,28,0.03576733035608623
20250625,CNC,ELC3,29,0.04396929420273692
20250625,CNC,ELC3,30,0.05723560394684117
20250625,CNC,ELC3,31,0.046035435194958264
20250625,CNC,ELC3,32,0.027931668425878114
20250625,CNC,ELC3,33,0.023444447494512157
20250625,CNC,ELC3,34,0.017528507059392635
20250625,CNC,ELC3,35,0.03852293243556088
20250625,CNC,ELC3,36,0.017713231901737597
20250625,CNC,ELC3,37,0.02170820769830963
20250625,CNC,ELC3,38,0.021324629521330178
20250625,CNC,ELC3,39,0.023017343745250933
20250625,CNC,ELC3,40,0.02249300996610106
20250625,CNC,ELC3,41,0.03982876012359301
20250625,CNC,ELC3,42,0.011398733681190107
20250625,CNC,ELC3,43,0.03341910619636784
20250625,CNC,ELC3,44,0.057933129144672815
20250625,CNC,ELC3,45,0.06342288088699002
